seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,task_position,task_id,buffer_size_limit,pre_buffer_total,pre_task_0_count,pre_task_1_count,pre_task_2_count,pre_task_3_count,pre_task_4_count,post_buffer_total,post_task_0_count,post_task_1_count,post_task_2_count,post_task_3_count,post_task_4_count
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,2,4,100,100,92,0,0,8,0,100,9,0,0,1,90
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,3,2,100,100,9,0,0,1,90,100,3,0,92,0,5
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,4,1,100,100,3,0,92,0,5,100,1,95,4,0,0
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,1,0,500,500,0,0,0,500,0,500,399,0,0,101,0
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,2,4,500,500,399,0,0,101,0,500,78,0,0,26,396
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,3,2,500,500,78,0,0,26,396,500,12,0,395,6,87
9,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,4,1,500,500,12,0,395,6,87,500,1,395,89,2,13
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,1,0,100,100,0,0,0,100,0,100,94,0,0,6,0
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,2,4,100,100,94,0,0,6,0,100,2,0,0,0,98
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,3,2,100,100,2,0,0,0,98,100,0,0,97,0,3
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,100,er100,4,1,100,100,0,0,97,0,3,100,0,95,5,0,0
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,1,0,500,500,0,0,0,500,0,500,396,0,0,104,0
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,2,4,500,500,396,0,0,104,0,500,78,0,0,15,407
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,3,2,500,500,78,0,0,15,407,500,15,0,407,5,73
10,perm_077,none,perm_077,"[3,0,4,2,1]",3-0-4-2-1,experience_replay,500,er500,4,1,500,500,15,0,407,5,73,500,2,400,90,0,8
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,96,4,0,0,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,96,4,0,0,0,100,6,0,94,0,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,6,0,94,0,0,100,0,0,0,0,100
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,405,0,95,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,405,0,95,0,500,409,77,0,14,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,409,77,0,14,0,500,75,13,411,1,0
1,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,75,13,411,1,0,500,15,2,84,1,398
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,94,5,0,1,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,94,5,0,1,0,100,5,0,95,0,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,5,0,95,0,0,100,2,0,4,0,94
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,403,0,97,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,403,0,97,0,500,392,89,0,19,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,392,89,0,19,0,500,91,16,391,2,0
2,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,91,16,391,2,0,500,21,6,69,1,403
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,97,0,3,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,97,0,3,0,100,99,1,0,0,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,99,1,0,0,0,100,7,0,93,0,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,7,0,93,0,0,100,0,0,4,0,96
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,410,0,90,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,410,0,90,0,500,393,86,0,21,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,393,86,0,21,0,500,76,18,400,6,0
3,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,76,18,400,6,0,500,16,4,78,0,402
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,98,0,2,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,98,0,2,0,100,96,4,0,0,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,96,4,0,0,0,100,4,0,96,0,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,4,0,96,0,0,100,0,0,5,0,95
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,403,0,97,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,403,0,97,0,500,410,72,0,18,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,410,72,0,18,0,500,72,22,402,4,0
4,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,72,22,402,4,0,500,11,4,84,0,401
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,95,5,0,0,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,95,5,0,0,0,100,6,0,94,0,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,6,0,94,0,0,100,0,0,3,0,97
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,395,0,105,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,395,0,105,0,500,400,79,0,21,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,400,79,0,21,0,500,81,15,399,5,0
5,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,81,15,399,5,0,500,17,2,83,0,398
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,94,0,6,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,94,0,6,0,100,92,8,0,0,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,92,8,0,0,0,100,4,0,96,0,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,4,0,96,0,0,100,0,0,0,0,100
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,400,0,100,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,400,0,100,0,500,408,70,0,22,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,408,70,0,22,0,500,83,11,399,7,0
6,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,83,11,399,7,0,500,15,3,82,1,399
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,97,0,3,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,97,0,3,0,100,96,4,0,0,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,96,4,0,0,0,100,8,1,91,0,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,8,1,91,0,0,100,0,0,3,0,97
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,411,0,89,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,411,0,89,0,500,388,83,0,29,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,388,83,0,29,0,500,70,19,408,3,0
7,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,70,19,408,3,0,500,14,4,68,1,413
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,93,0,7,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,93,0,7,0,100,97,3,0,0,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,97,3,0,0,0,100,8,0,92,0,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,8,0,92,0,0,100,0,0,7,0,93
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,398,0,102,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,398,0,102,0,500,402,76,0,22,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,402,76,0,22,0,500,86,16,392,6,0
8,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,86,16,392,6,0,500,15,5,77,2,401
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,96,4,0,0,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,96,4,0,0,0,100,8,0,92,0,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,8,0,92,0,0,100,0,0,2,0,98
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,400,0,100,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,400,0,100,0,500,404,79,0,17,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,404,79,0,17,0,500,70,11,416,3,0
9,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,70,11,416,3,0,500,14,4,95,1,386
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,98,2,0,0,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,3,2,100,100,98,2,0,0,0,100,3,0,97,0,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,100,er100,4,4,100,100,3,0,97,0,0,100,0,0,4,0,96
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,403,0,97,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,2,0,500,500,0,403,0,97,0,500,384,98,0,18,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,3,2,500,500,384,98,0,18,0,500,71,20,408,1,0
10,perm_078,none,perm_078,"[3,1,0,2,4]",3-1-0-2-4,experience_replay,500,er500,4,4,500,500,71,20,408,1,0,500,16,2,78,0,404
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,96,0,4,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,96,0,4,0,100,95,5,0,0,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,95,5,0,0,0,100,5,0,0,0,95
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,5,0,0,0,95,100,1,0,95,0,4
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,405,0,95,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,405,0,95,0,500,395,83,0,22,0
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,395,83,0,22,0,500,78,16,0,4,402
1,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,4,2,500,500,78,16,0,4,402,500,17,5,399,1,78
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,93,0,7,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,93,0,7,0,100,95,5,0,0,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,95,5,0,0,0,100,3,0,0,0,97
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,3,0,0,0,97,100,1,0,93,0,6
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,402,0,98,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,402,0,98,0,500,397,85,0,18,0
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,397,85,0,18,0,500,76,15,0,3,406
2,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,4,2,500,500,76,15,0,3,406,500,21,2,397,1,79
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,95,4,0,1,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,95,4,0,1,0,100,6,0,0,0,94
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,6,0,0,0,94,100,0,0,94,0,6
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,406,0,94,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,406,0,94,0,500,415,66,0,19,0
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,415,66,0,19,0,500,74,17,0,4,405
3,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,4,2,500,500,74,17,0,4,405,500,17,5,392,0,86
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,97,0,3,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,97,0,3,0,100,97,2,0,1,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,97,2,0,1,0,100,3,0,0,0,97
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,3,0,0,0,97,100,0,0,92,0,8
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,395,0,105,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,395,0,105,0,500,392,94,0,14,0
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,392,94,0,14,0,500,82,20,0,5,393
4,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,4,2,500,500,82,20,0,5,393,500,18,5,400,0,77
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,95,0,5,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,95,0,5,0,100,98,2,0,0,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,98,2,0,0,0,100,6,0,0,0,94
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,6,0,0,0,94,100,0,0,90,0,10
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,395,0,105,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,395,0,105,0,500,393,90,0,17,0
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,393,90,0,17,0,500,90,23,0,1,386
5,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,4,2,500,500,90,23,0,1,386,500,20,3,395,0,82
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,0,3,100,0,0,0,0,0,0,100,0,0,0,100,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,1,1,100,100,0,0,0,100,0,100,0,98,0,2,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,2,0,100,100,0,98,0,2,0,100,95,4,0,1,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,3,4,100,100,95,4,0,1,0,100,2,0,0,0,98
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,100,er100,4,2,100,100,2,0,0,0,98,100,0,0,90,0,10
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,0,3,500,0,0,0,0,0,0,500,0,0,0,500,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,1,1,500,500,0,0,0,500,0,500,0,406,0,94,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,2,0,500,500,0,406,0,94,0,500,392,93,0,15,0
6,perm_079,none,perm_079,"[3,1,0,4,2]",3-1-0-4-2,experience_replay,500,er500,3,4,500,500,392,93,0,15,0,500,74,20,0,4,402
