seed,order_id,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,optimizer_steps_total,optimizer_steps_per_task,processed_examples_total,processed_examples_per_task,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,elapsed_seconds,device,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.995,0.976,0,0.199,0.98725,3.66,cuda:0,0.0,0.0,0.0,0.995,0.0
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9879999999999999,0.993,0.975,0,0.195,0.99125,1.201,cuda:0,0.0,0.975,0.0,0.0,0.0
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9880000000000001,0.99,0.976,0,0.27999999999999997,0.8849999999999999,1.224,cuda:0,0.007,0.976,0.0,0.0,0.417
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9831999999999999,0.984,0.966,0,0.5638,0.52425,1.395,cuda:0,0.913,0.966,0.0,0.047,0.893
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9875999999999999,0.993,0.971,0,0.19419999999999998,0.99175,3.45,cuda:0,0.0,0.971,0.0,0.0,0.0
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9870000000000001,0.993,0.972,0,0.1954,0.9895,1.169,cuda:0,0.0,0.0,0.0,0.0,0.977
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.986,0.987,0.972,0,0.29500000000000004,0.8637499999999999,1.221,cuda:0,0.0,0.0,0.0,0.494,0.981
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9795999999999999,0.972,0.97,0,0.5512,0.5354999999999999,1.427,cuda:0,0.89,0.013,0.0,0.881,0.972
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9894000000000001,0.994,0.972,0,0.197,0.9905,3.554,cuda:0,0.0,0.0,0.0,0.0,0.985
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9870000000000001,0.993,0.973,0,0.1946,0.9905,1.22,cuda:0,0.0,0.0,0.0,0.0,0.973
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9862,0.991,0.975,0,0.2878,0.873,1.237,cuda:0,0.0,0.0,0.0,0.464,0.975
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9800000000000001,0.977,0.968,0,0.44699999999999995,0.66625,1.403,cuda:0,0.0,0.002,0.355,0.91,0.968
6,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9876000000000001,0.993,0.976,0,0.1974,0.98775,3.47,cuda:0,0.0,0.011,0.0,0.0,0.976
6,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9850000000000001,0.993,0.959,0,0.196,0.98625,1.185,cuda:0,0.0,0.0,0.0,0.0,0.98
6,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9825999999999999,0.987,0.964,0,0.3464,0.79525,1.29,cuda:0,0.761,0.0,0.0,0.0,0.971
6,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9816,0.981,0.963,0,0.5604,0.5265,1.416,cuda:0,0.955,0.537,0.0,0.337,0.973
6,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9853999999999999,0.992,0.96,0,0.1964,0.9862500000000001,3.538,cuda:0,0.0,0.0,0.0,0.0,0.982
6,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9884000000000001,0.995,0.974,0,0.199,0.98675,1.234,cuda:0,0.0,0.0,0.0,0.995,0.0
6,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9882,0.986,0.979,0,0.3278,0.8255,1.272,cuda:0,0.0,0.0,0.0,0.986,0.653
6,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9804,0.979,0.968,0,0.6914,0.36124999999999996,1.422,cuda:0,0.76,0.049,0.756,0.968,0.924
6,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.991,0.994,0.979,0,0.1988,0.99025,3.507,cuda:0,0.0,0.0,0.0,0.994,0.0
6,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9892000000000001,0.995,0.977,0,0.1954,0.9922500000000001,1.266,cuda:0,0.0,0.977,0.0,0.0,0.0
6,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9861999999999999,0.99,0.972,0,0.2886,0.872,1.38,cuda:0,0.0,0.972,0.0,0.0,0.471
6,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9806000000000001,0.982,0.96,0,0.5948,0.48225,1.523,cuda:0,0.854,0.96,0.0,0.274,0.886
6,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9880000000000001,0.995,0.974,0,0.1948,0.9915,3.725,cuda:0,0.0,0.974,0.0,0.0,0.0
6,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9868,0.992,0.97,0,0.194,0.991,1.28,cuda:0,0.0,0.0,0.0,0.0,0.97
6,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9868,0.99,0.976,0,0.2892,0.872,1.316,cuda:0,0.0,0.0,0.0,0.47,0.976
6,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9826,0.982,0.976,0,0.5721999999999999,0.513,1.491,cuda:0,0.894,0.025,0.059,0.907,0.976
6,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9907999999999999,0.995,0.977,0,0.1972,0.992,3.668,cuda:0,0.0,0.0,0.0,0.0,0.986
7,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9869999999999999,0.991,0.973,0,0.1958,0.989,1.183,cuda:0,0.0,0.0,0.0,0.0,0.979
7,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9848000000000001,0.988,0.972,0,0.2964,0.8605,1.333,cuda:0,0.0,0.0,0.0,0.509,0.973
7,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9808,0.982,0.969,0,0.5242,0.57075,1.525,cuda:0,0.066,0.124,0.542,0.918,0.971
7,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9856,0.992,0.971,0,0.19419999999999998,0.98925,3.687,cuda:0,0.0,0.0,0.0,0.0,0.971
7,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9892,0.993,0.977,0,0.1964,0.991,1.293,cuda:0,0.0,0.0,0.0,0.0,0.982
7,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9858,0.989,0.971,0,0.3702,0.7695,1.315,cuda:0,0.875,0.0,0.0,0.0,0.976
7,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.984,0.988,0.967,0,0.6054,0.47325,1.428,cuda:0,0.97,0.639,0.0,0.442,0.976
7,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9894000000000001,0.993,0.977,0,0.1966,0.991,3.532,cuda:0,0.0,0.0,0.0,0.0,0.983
7,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9889999999999999,0.995,0.977,0,0.199,0.9874999999999999,1.183,cuda:0,0.0,0.0,0.0,0.995,0.0
7,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9882,0.986,0.978,0,0.2886,0.8745,1.251,cuda:0,0.02,0.0,0.0,0.986,0.437
7,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9804,0.981,0.953,0,0.6674,0.39125,1.42,cuda:0,0.715,0.0,0.756,0.981,0.885
7,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9894000000000001,0.992,0.978,0,0.1984,0.98875,3.521,cuda:0,0.0,0.0,0.0,0.992,0.0
7,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9890000000000001,0.993,0.974,0,0.1948,0.99275,1.193,cuda:0,0.0,0.974,0.0,0.0,0.0
7,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9874,0.988,0.972,0,0.2846,0.8785000000000001,1.245,cuda:0,0.0,0.972,0.0,0.034,0.417
7,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9832000000000001,0.985,0.964,0,0.6498,0.41674999999999995,1.408,cuda:0,0.895,0.964,0.052,0.435,0.903
7,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9896,0.993,0.978,0,0.1956,0.9925,3.498,cuda:0,0.0,0.978,0.0,0.0,0.0
7,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.8995999999999998,0.975,0.562,0,0.1934,0.8827500000000001,1.224,cuda:0,0.0,0.0,0.0,0.0,0.967
7,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9862,0.989,0.975,0,0.3344,0.81475,1.319,cuda:0,0.0,0.0,0.0,0.695,0.977
7,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9827999999999999,0.984,0.973,0,0.5716,0.514,1.5,cuda:0,0.852,0.099,0.03,0.904,0.973
7,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9892,0.995,0.975,0,0.19619999999999999,0.99125,3.69,cuda:0,0.0,0.0,0.0,0.0,0.981
8,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9868,0.992,0.973,0,0.1954,0.98925,1.228,cuda:0,0.0,0.0,0.0,0.0,0.977
8,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9841999999999999,0.986,0.968,0,0.34340000000000004,0.8009999999999999,1.282,cuda:0,0.0,0.0,0.0,0.739,0.978
8,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9823999999999999,0.983,0.97,0,0.5412,0.5515,1.467,cuda:0,0.0,0.374,0.458,0.902,0.972
8,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9879999999999999,0.99,0.973,0,0.1966,0.98925,3.597,cuda:0,0.0,0.0,0.0,0.0,0.983
8,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9865999999999999,0.993,0.971,0,0.195,0.9894999999999999,1.213,cuda:0,0.0,0.0,0.0,0.0,0.975
8,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9864,0.991,0.972,0,0.3746,0.76475,1.254,cuda:0,0.844,0.054,0.0,0.0,0.975
8,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.983,0.983,0.962,0,0.5704,0.5157499999999999,1.41,cuda:0,0.979,0.706,0.0,0.188,0.979
8,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9880000000000001,0.993,0.971,0,0.19619999999999999,0.98975,3.534,cuda:0,0.0,0.0,0.0,0.0,0.981
8,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9870000000000001,0.991,0.974,0,0.1986,0.9855,1.23,cuda:0,0.0,0.0,0.0,0.993,0.0
8,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9852000000000001,0.984,0.977,0,0.3254,0.82475,1.3,cuda:0,0.0,0.0,0.0,0.977,0.65
8,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.977,0.977,0.961,0,0.6936,0.35424999999999995,1.439,cuda:0,0.823,0.0,0.77,0.961,0.914
8,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9889999999999999,0.991,0.977,0,0.1982,0.9884999999999999,3.581,cuda:0,0.0,0.0,0.0,0.991,0.0
8,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9869999999999999,0.991,0.971,0,0.19419999999999998,0.9910000000000001,1.23,cuda:0,0.0,0.971,0.0,0.0,0.0
8,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9857999999999999,0.987,0.975,0,0.2788,0.88375,1.297,cuda:0,0.0,0.975,0.0,0.0,0.419
8,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9808,0.981,0.964,0,0.589,0.48974999999999996,1.466,cuda:0,0.881,0.964,0.024,0.208,0.868
8,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9875999999999999,0.991,0.971,0,0.19419999999999998,0.9917500000000001,3.589,cuda:0,0.0,0.971,0.0,0.0,0.0
8,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9854,0.994,0.966,0,0.19319999999999998,0.9902499999999999,1.196,cuda:0,0.0,0.0,0.0,0.0,0.966
8,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.985,0.99,0.971,0,0.3378,0.8089999999999999,1.274,cuda:0,0.039,0.0,0.0,0.679,0.971
8,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9814,0.976,0.974,0,0.563,0.523,1.475,cuda:0,0.865,0.005,0.069,0.901,0.975
8,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.996,0.974,0,0.196,0.99125,3.787,cuda:0,0.0,0.0,0.0,0.0,0.98
9,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9884000000000001,0.993,0.978,0,0.1956,0.991,1.248,cuda:0,0.0,0.0,0.0,0.0,0.978
9,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.982,0.985,0.96,0,0.2988,0.854,1.296,cuda:0,0.0,0.0,0.0,0.518,0.976
9,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9798,0.978,0.968,0,0.5516,0.53525,1.472,cuda:0,0.373,0.162,0.361,0.894,0.968
9,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.993,0.979,0,0.19619999999999999,0.991,3.639,cuda:0,0.0,0.0,0.0,0.0,0.981
9,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9868,0.992,0.97,0,0.1954,0.98925,1.217,cuda:0,0.0,0.0,0.0,0.0,0.977
9,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9873999999999998,0.993,0.973,0,0.3734,0.7675,1.274,cuda:0,0.885,0.004,0.0,0.0,0.978
9,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9842000000000001,0.987,0.966,0,0.6308,0.44175,1.465,cuda:0,0.974,0.672,0.0,0.531,0.977
9,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9863999999999999,0.994,0.965,0,0.1956,0.9884999999999999,3.625,cuda:0,0.0,0.0,0.0,0.0,0.978
9,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9803999999999998,0.992,0.941,0,0.1984,0.9774999999999999,1.302,cuda:0,0.0,0.0,0.0,0.992,0.0
9,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9870000000000001,0.986,0.976,0,0.2888,0.87275,1.312,cuda:0,0.0,0.0,0.0,0.986,0.458
9,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9808,0.976,0.966,0,0.617,0.45475,1.485,cuda:0,0.494,0.0,0.715,0.973,0.903
9,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9902,0.994,0.976,0,0.1988,0.98925,3.631,cuda:0,0.0,0.0,0.0,0.994,0.0
9,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9885999999999999,0.993,0.975,0,0.195,0.992,1.288,cuda:0,0.0,0.975,0.0,0.0,0.0
9,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9854,0.99,0.969,0,0.2726,0.8909999999999999,1.319,cuda:0,0.0,0.969,0.0,0.0,0.394
9,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9823999999999999,0.982,0.965,0,0.591,0.48925,1.534,cuda:0,0.914,0.965,0.0,0.211,0.865
9,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9874,0.993,0.969,0,0.1938,0.992,3.772,cuda:0,0.0,0.969,0.0,0.0,0.0
9,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9890000000000001,0.995,0.977,0,0.1958,0.9915,1.267,cuda:0,0.0,0.0,0.0,0.0,0.979
9,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9864,0.987,0.977,0,0.37320000000000003,0.7665,1.353,cuda:0,0.131,0.0,0.0,0.754,0.981
9,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9815999999999999,0.982,0.972,0,0.5962,0.48175,1.507,cuda:0,0.913,0.02,0.192,0.884,0.972
9,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9902000000000001,0.995,0.977,0,0.1968,0.99175,3.749,cuda:0,0.0,0.0,0.0,0.0,0.984
10,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,not_applicable,,0.9870000000000001,0.993,0.973,0,0.19519999999999998,0.98975,1.259,cuda:0,0.0,0.0,0.0,0.0,0.976
10,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,840,160;170;170;170;170,104000,20000;21000;21000;21000;21000,not_applicable,,0.9873999999999998,0.99,0.974,0,0.3444,0.80375,1.313,cuda:0,0.0,0.0,0.0,0.741,0.981
10,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,960,160;200;200;200;200,120000,20000;25000;25000;25000;25000,not_applicable,,0.9805999999999999,0.976,0.973,0,0.5164,0.5802499999999999,1.54,cuda:0,0.142,0.369,0.154,0.941,0.976
10,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,800,160;160;160;160;160,100000,20000;20000;20000;20000;20000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9879999999999999,0.993,0.973,0,0.1982,0.98725,3.953,cuda:0,0.0,0.009,0.0,0.0,0.982
