seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,matched_step_cap_per_task,effective_epoch_passes_per_task,optimizer_steps_total,optimizer_steps_per_task,optimizer_steps,processed_examples_total,processed_examples_per_task,processed_examples,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,AF,elapsed_seconds,elapsed_time_seconds,device,train_cap_per_digit,test_cap_per_digit,result_kind,task_0_A_after,task_1_A_after,task_2_A_after,task_3_A_after,task_4_A_after,task_0_A_end,task_1_A_end,task_2_A_end,task_3_A_end,task_4_A_end,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
10,perm_054,none,perm_054,"[2,1,0,3,4]",2-1-0-3-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9885999999999999,0.993,0.977,0,0.196,0.9907499999999999,0.9907499999999999,3.696,3.696,cuda:0,1000,500,all_120perm_4methods,1.0,0.977,0.993,0.993,0.98,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98
1,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.986,0.992,0.972,0,0.1984,0.9844999999999999,0.9844999999999999,1.245,1.245,cuda:0,1000,500,all_120perm_4methods,1.0,0.972,0.993,0.992,0.973,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
1,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9842000000000001,0.982,0.974,0,0.3524,0.78975,0.78975,1.359,1.359,cuda:0,1000,500,all_120perm_4methods,0.998,0.974,0.993,0.982,0.974,0.12,0.0,0.0,0.982,0.66,0.12,0.0,0.0,0.982,0.66
1,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9806000000000001,0.977,0.962,0,0.626,0.4432499999999999,0.4432499999999999,1.512,1.512,cuda:0,1000,500,all_120perm_4methods,0.995,0.962,0.993,0.976,0.977,0.916,0.314,0.021,0.976,0.903,0.916,0.314,0.021,0.976,0.903
1,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9865999999999999,0.993,0.972,0,0.199,0.9844999999999999,0.9844999999999999,3.838,3.838,cuda:0,1000,500,all_120perm_4methods,1.0,0.972,0.993,0.995,0.973,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
2,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.99,0.972,0,0.198,0.9865,0.9865,1.306,1.306,cuda:0,1000,500,all_120perm_4methods,1.0,0.972,0.994,0.99,0.98,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0
2,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.987,0.97,0,0.33659999999999995,0.81,0.81,1.354,1.354,cuda:0,1000,500,all_120perm_4methods,0.997,0.97,0.994,0.987,0.975,0.102,0.0,0.0,0.987,0.594,0.102,0.0,0.0,0.987,0.594
2,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9788,0.975,0.958,0,0.579,0.49975,0.49975,1.536,1.536,cuda:0,1000,500,all_120perm_4methods,0.995,0.958,0.994,0.975,0.972,0.873,0.162,0.001,0.975,0.884,0.873,0.162,0.001,0.975,0.884
2,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9872,0.989,0.972,0,0.1978,0.98675,0.98675,3.715,3.715,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.994,0.989,0.982,0.0,0.0,0.0,0.989,0.0,0.0,0.0,0.0,0.989,0.0
3,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.992,0.974,0,0.1984,0.986,0.986,1.243,1.243,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.994,0.992,0.976,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
3,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.99,0.972,0,0.316,0.83825,0.83825,1.315,1.315,cuda:0,1000,500,all_120perm_4methods,0.996,0.972,0.994,0.99,0.981,0.137,0.0,0.0,0.99,0.453,0.137,0.0,0.0,0.99,0.453
3,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9794,0.978,0.957,0,0.6418,0.422,0.422,1.501,1.501,cuda:0,1000,500,all_120perm_4methods,0.995,0.957,0.994,0.973,0.978,0.911,0.404,0.01,0.973,0.911,0.911,0.404,0.01,0.973,0.911
3,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9886000000000001,0.993,0.975,0,0.1986,0.9875,0.9875,3.704,3.704,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.994,0.993,0.982,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
4,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.986,0.99,0.973,0,0.198,0.9849999999999999,0.9849999999999999,1.24,1.24,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.99,0.973,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0
4,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9868,0.985,0.978,0,0.3308,0.8200000000000001,0.8200000000000001,1.326,1.326,cuda:0,1000,500,all_120perm_4methods,0.997,0.978,0.994,0.985,0.98,0.0,0.0,0.0,0.985,0.669,0.0,0.0,0.0,0.985,0.669
4,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9809999999999999,0.973,0.971,0,0.5634,0.522,0.522,1.547,1.547,cuda:0,1000,500,all_120perm_4methods,0.994,0.971,0.994,0.973,0.973,0.854,0.101,0.004,0.973,0.885,0.854,0.101,0.004,0.973,0.885
4,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.994,0.974,0,0.199,0.9875,0.9875,3.932,3.932,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.994,0.995,0.982,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
5,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.994,0.975,0,0.1992,0.98675,0.98675,1.307,1.307,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.994,0.996,0.978,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.996,0.0
5,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.985,0.97,0,0.3048,0.84975,0.84975,1.375,1.375,cuda:0,1000,500,all_120perm_4methods,0.997,0.97,0.994,0.985,0.977,0.0,0.0,0.0,0.985,0.539,0.0,0.0,0.0,0.985,0.539
5,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9789999999999999,0.973,0.96,0,0.6434,0.4195,0.4195,1.554,1.554,cuda:0,1000,500,all_120perm_4methods,0.995,0.96,0.994,0.973,0.973,0.89,0.434,0.0,0.973,0.92,0.89,0.434,0.0,0.973,0.92
5,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9884000000000001,0.994,0.976,0,0.1988,0.9870000000000001,0.9870000000000001,3.752,3.752,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.994,0.994,0.979,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
6,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9884000000000001,0.99,0.975,0,0.198,0.988,0.988,1.224,1.224,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.99,0.983,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0
6,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.986,0.981,0.976,0,0.29979999999999996,0.85775,0.85775,1.273,1.273,cuda:0,1000,500,all_120perm_4methods,0.997,0.976,0.995,0.981,0.981,0.024,0.0,0.0,0.981,0.494,0.024,0.0,0.0,0.981,0.494
6,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9822,0.976,0.967,0,0.6935999999999999,0.36075,0.36075,1.469,1.469,cuda:0,1000,500,all_120perm_4methods,0.997,0.967,0.995,0.976,0.976,0.913,0.592,0.055,0.976,0.932,0.913,0.592,0.055,0.976,0.932
6,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9882,0.992,0.975,0,0.1984,0.9872500000000001,0.9872500000000001,3.767,3.767,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.995,0.992,0.979,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
7,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9868,0.991,0.971,0,0.1982,0.98575,0.98575,1.202,1.202,cuda:0,1000,500,all_120perm_4methods,1.0,0.971,0.993,0.991,0.979,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.991,0.0
7,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9851999999999999,0.983,0.973,0,0.36879999999999996,0.7705,0.7705,1.276,1.276,cuda:0,1000,500,all_120perm_4methods,0.996,0.973,0.993,0.983,0.981,0.201,0.0,0.0,0.983,0.66,0.201,0.0,0.0,0.983,0.66
7,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9786000000000001,0.975,0.962,0,0.6567999999999999,0.40225,0.40225,1.452,1.452,cuda:0,1000,500,all_120perm_4methods,0.995,0.962,0.993,0.968,0.975,0.93,0.477,0.0,0.968,0.909,0.93,0.477,0.0,0.968,0.909
7,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.993,0.97,0,0.199,0.98725,0.98725,3.878,3.878,cuda:0,1000,500,all_120perm_4methods,1.0,0.97,0.993,0.995,0.986,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
8,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9892,0.992,0.976,0,0.1984,0.9885,0.9885,1.265,1.265,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.995,0.992,0.983,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
8,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.982,0.974,0,0.275,0.887,0.887,1.317,1.317,cuda:0,1000,500,all_120perm_4methods,0.997,0.975,0.995,0.982,0.974,0.005,0.0,0.0,0.982,0.388,0.005,0.0,0.0,0.982,0.388
8,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9823999999999999,0.974,0.972,0,0.6472,0.419,0.419,1.5,1.5,cuda:0,1000,500,all_120perm_4methods,0.998,0.972,0.995,0.973,0.974,0.884,0.482,0.0,0.973,0.897,0.884,0.482,0.0,0.973,0.897
8,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.995,0.975,0,0.199,0.9884999999999999,0.9884999999999999,3.901,3.901,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.995,0.985,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
9,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.986,0.991,0.97,0,0.1982,0.98475,0.98475,1.317,1.317,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.994,0.991,0.97,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.991,0.0
9,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9853999999999999,0.989,0.972,0,0.2714,0.8925000000000001,0.8925000000000001,1.403,1.403,cuda:0,1000,500,all_120perm_4methods,0.997,0.975,0.994,0.989,0.972,0.0,0.0,0.0,0.989,0.368,0.0,0.0,0.0,0.989,0.368
9,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9788,0.974,0.961,0,0.6056,0.46649999999999997,0.46649999999999997,1.567,1.567,cuda:0,1000,500,all_120perm_4methods,0.995,0.961,0.994,0.97,0.974,0.888,0.263,0.0,0.97,0.907,0.888,0.263,0.0,0.97,0.907
9,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.984,0.981,0.971,0,0.19619999999999999,0.98475,0.98475,3.916,3.916,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.994,0.981,0.971,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.981,0.0
10,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9869999999999999,0.992,0.97,0,0.1984,0.9857499999999999,0.9857499999999999,1.231,1.231,cuda:0,1000,500,all_120perm_4methods,1.0,0.97,0.995,0.992,0.978,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
10,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.987,0.974,0,0.29,0.8707499999999999,0.8707499999999999,1.276,1.276,cuda:0,1000,500,all_120perm_4methods,0.997,0.974,0.995,0.987,0.98,0.118,0.0,0.0,0.987,0.345,0.118,0.0,0.0,0.987,0.345
10,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9795999999999999,0.975,0.962,0,0.6288,0.43849999999999995,0.43849999999999995,1.49,1.49,cuda:0,1000,500,all_120perm_4methods,0.996,0.97,0.995,0.962,0.975,0.924,0.345,0.001,0.962,0.912,0.924,0.345,0.001,0.962,0.912
10,perm_055,none,perm_055,"[2,1,0,4,3]",2-1-0-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9878,0.994,0.969,0,0.1988,0.98625,0.98625,3.669,3.669,cuda:0,1000,500,all_120perm_4methods,1.0,0.969,0.995,0.994,0.981,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
1,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9876000000000001,0.991,0.973,0,0.19619999999999999,0.9892500000000001,0.9892500000000001,1.223,1.223,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.994,0.991,0.981,0.0,0.0,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.981
1,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.988,0.969,0,0.3848,0.74975,0.74975,1.278,1.278,cuda:0,1000,500,all_120perm_4methods,0.998,0.974,0.994,0.988,0.969,0.851,0.0,0.0,0.104,0.969,0.851,0.0,0.0,0.104,0.969
1,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9800000000000001,0.978,0.964,0,0.595,0.48124999999999996,0.48124999999999996,1.454,1.454,cuda:0,1000,500,all_120perm_4methods,0.995,0.964,0.994,0.978,0.969,0.976,0.243,0.003,0.784,0.969,0.976,0.243,0.003,0.784,0.969
1,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9884000000000001,0.994,0.973,0,0.21200000000000002,0.9705,0.9705,3.651,3.651,cuda:0,1000,500,all_120perm_4methods,1.0,0.973,0.994,0.995,0.98,0.0,0.08,0.0,0.0,0.98,0.0,0.08,0.0,0.0,0.98
2,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9853999999999999,0.993,0.965,0,0.193,0.9904999999999999,0.9904999999999999,1.217,1.217,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.993,0.994,0.965,0.0,0.0,0.0,0.0,0.965,0.0,0.0,0.0,0.0,0.965
2,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.984,0.989,0.97,0,0.3588,0.7815,0.7815,1.285,1.285,cuda:0,1000,500,all_120perm_4methods,0.997,0.971,0.993,0.989,0.97,0.824,0.0,0.0,0.0,0.97,0.824,0.0,0.0,0.0,0.97
2,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9799999999999999,0.984,0.961,0,0.6256,0.44299999999999995,0.44299999999999995,1.437,1.437,cuda:0,1000,500,all_120perm_4methods,0.994,0.961,0.993,0.984,0.968,0.971,0.339,0.053,0.797,0.968,0.971,0.339,0.053,0.797,0.968
2,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9880000000000001,0.993,0.974,0,0.1964,0.9895,0.9895,3.836,3.836,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.993,0.995,0.978,0.0,0.004,0.0,0.0,0.978,0.0,0.004,0.0,0.0,0.978
3,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9864,0.989,0.973,0,0.1954,0.9887499999999999,0.9887499999999999,1.268,1.268,cuda:0,1000,500,all_120perm_4methods,1.0,0.973,0.993,0.989,0.977,0.0,0.0,0.0,0.0,0.977,0.0,0.0,0.0,0.0,0.977
3,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9847999999999999,0.988,0.973,0,0.36819999999999997,0.7707499999999999,0.7707499999999999,1.296,1.296,cuda:0,1000,500,all_120perm_4methods,0.997,0.973,0.993,0.988,0.973,0.868,0.0,0.0,0.0,0.973,0.868,0.0,0.0,0.0,0.973
3,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9783999999999999,0.976,0.961,0,0.6454,0.41625,0.41625,1.502,1.502,cuda:0,1000,500,all_120perm_4methods,0.994,0.961,0.993,0.976,0.968,0.965,0.505,0.0,0.789,0.968,0.965,0.505,0.0,0.789,0.968
3,perm_056,none,perm_056,"[2,1,3,0,4]",2-1-3-0-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9878,0.993,0.973,0,0.1958,0.99,0.99,3.973,3.973,cuda:0,1000,500,all_120perm_4methods,1.0,0.973,0.993,0.994,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.979
