seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,matched_step_cap_per_task,effective_epoch_passes_per_task,optimizer_steps_total,optimizer_steps_per_task,optimizer_steps,processed_examples_total,processed_examples_per_task,processed_examples,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,AF,elapsed_seconds,elapsed_time_seconds,device,train_cap_per_digit,test_cap_per_digit,result_kind,task_0_A_after,task_1_A_after,task_2_A_after,task_3_A_after,task_4_A_after,task_0_A_end,task_1_A_end,task_2_A_end,task_3_A_end,task_4_A_end,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.985,0.988,0.973,0,0.2752,0.88725,0.88725,1.331,1.331,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.989,0.988,0.973,0.0,0.0,0.0,0.988,0.388,0.0,0.0,0.0,0.988,0.388
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9778,0.976,0.96,0,0.6332,0.43074999999999997,0.43074999999999997,1.501,1.501,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.985,0.969,0.96,0.258,0.312,0.704,0.969,0.923,0.258,0.312,0.704,0.969,0.923
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9854,0.995,0.968,0,0.199,0.9830000000000001,0.9830000000000001,3.849,3.849,cuda:0,1000,500,all_120perm_4methods,0.999,0.968,0.995,0.995,0.97,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9870000000000001,0.991,0.975,0,0.1982,0.9860000000000001,0.9860000000000001,1.22,1.22,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.994,0.991,0.975,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.991,0.0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9878,0.986,0.978,0,0.33899999999999997,0.8109999999999999,0.8109999999999999,1.273,1.273,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.993,0.986,0.983,0.0,0.0,0.0,0.986,0.709,0.0,0.0,0.0,0.986,0.709
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9795999999999999,0.978,0.965,0,0.644,0.41949999999999993,0.41949999999999993,1.441,1.441,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.985,0.978,0.965,0.165,0.42,0.765,0.978,0.892,0.165,0.42,0.765,0.978,0.892
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.995,0.976,0,0.199,0.9885,0.9885,3.844,3.844,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.995,0.995,0.984,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.984,0.99,0.964,0,0.199,0.9812500000000001,0.9812500000000001,1.265,1.265,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.99,0.995,0.964,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.986,0.984,0.977,0,0.3216,0.8305,0.8305,1.304,1.304,cuda:0,1000,500,all_120perm_4methods,0.999,0.979,0.991,0.984,0.977,0.0,0.0,0.0,0.984,0.624,0.0,0.0,0.0,0.984,0.624
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9797999999999998,0.977,0.969,0,0.6038,0.47,0.47,1.501,1.501,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.977,0.98,0.969,0.215,0.258,0.657,0.98,0.909,0.215,0.258,0.657,0.98,0.909
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9853999999999999,0.986,0.971,0,0.1972,0.98525,0.98525,3.666,3.666,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.99,0.986,0.981,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.986,0.0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9848000000000001,0.991,0.964,0,0.1986,0.98275,0.98275,1.2,1.2,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.991,0.993,0.964,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9863999999999999,0.987,0.974,0,0.2988,0.8594999999999999,0.8594999999999999,1.265,1.265,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.988,0.987,0.984,0.0,0.0,0.0,0.987,0.507,0.0,0.0,0.0,0.987,0.507
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9804,0.974,0.971,0,0.5666,0.51725,0.51725,1.449,1.449,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.985,0.973,0.971,0.121,0.075,0.751,0.973,0.913,0.121,0.075,0.751,0.973,0.913
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9873999999999998,0.996,0.969,0,0.1992,0.98525,0.98525,3.617,3.617,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.996,0.996,0.969,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.996,0.0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.993,0.975,0,0.1986,0.9874999999999999,0.9874999999999999,1.246,1.246,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.995,0.993,0.981,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9832000000000001,0.986,0.969,0,0.32199999999999995,0.8265,0.8265,1.268,1.268,cuda:0,1000,500,all_120perm_4methods,0.999,0.969,0.987,0.986,0.975,0.0,0.0,0.0,0.986,0.624,0.0,0.0,0.0,0.986,0.624
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9757999999999999,0.972,0.964,0,0.5892000000000001,0.48324999999999996,0.48324999999999996,1.464,1.464,cuda:0,1000,500,all_120perm_4methods,0.999,0.964,0.979,0.972,0.965,0.136,0.104,0.823,0.972,0.911,0.136,0.104,0.823,0.972,0.911
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9872,0.992,0.974,0,0.1986,0.9857499999999999,0.9857499999999999,3.638,3.638,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.992,0.993,0.978,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9878,0.99,0.978,0,0.198,0.98725,0.98725,1.286,1.286,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.994,0.99,0.978,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9853999999999999,0.988,0.973,0,0.3038,0.852,0.852,1.266,1.266,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.991,0.988,0.976,0.0,0.0,0.0,0.988,0.531,0.0,0.0,0.0,0.988,0.531
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9782,0.968,0.967,0,0.6102,0.46,0.46,1.455,1.455,cuda:0,1000,500,all_120perm_4methods,0.999,0.968,0.989,0.968,0.967,0.007,0.492,0.688,0.968,0.896,0.007,0.492,0.688,0.968,0.896
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9892,0.994,0.978,0,0.1994,0.98725,0.98725,3.752,3.752,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.994,0.997,0.978,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.997,0.0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9862,0.992,0.972,0,0.1984,0.98475,0.98475,1.29,1.29,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.992,0.992,0.976,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9808,0.976,0.965,0,0.3398,0.80125,0.80125,1.246,1.246,cuda:0,1000,500,all_120perm_4methods,0.999,0.965,0.988,0.976,0.976,0.0,0.0,0.0,0.976,0.723,0.0,0.0,0.0,0.976,0.723
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9785999999999999,0.975,0.966,0,0.607,0.4644999999999999,0.4644999999999999,1.419,1.419,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.981,0.975,0.966,0.057,0.338,0.753,0.975,0.912,0.057,0.338,0.753,0.975,0.912
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9836,0.992,0.962,0,0.1986,0.98125,0.98125,3.571,3.571,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.992,0.993,0.962,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9892,0.993,0.977,0,0.199,0.9877499999999999,0.9877499999999999,1.192,1.192,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.993,0.995,0.982,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.995,0.0
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9863999999999999,0.985,0.976,0,0.32,0.833,0.833,1.267,1.267,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.99,0.982,0.985,0.0,0.0,0.0,0.982,0.618,0.0,0.0,0.0,0.982,0.618
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9827999999999999,0.983,0.972,0,0.6378,0.43125,0.43125,1.415,1.415,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.988,0.983,0.972,0.155,0.433,0.734,0.983,0.884,0.155,0.433,0.734,0.983,0.884
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.994,0.977,0,0.1994,0.988,0.988,3.607,3.607,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.994,0.997,0.982,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.997,0.0
9,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.993,0.975,0,0.1986,0.98575,0.98575,1.208,1.208,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.993,0.993,0.976,0.0,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.993,0.0
9,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9795999999999999,0.981,0.95,0,0.2972,0.853,0.853,1.258,1.258,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.992,0.981,0.95,0.0,0.0,0.0,0.981,0.505,0.0,0.0,0.0,0.981,0.505
9,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9785999999999999,0.974,0.958,0,0.584,0.49324999999999997,0.49324999999999997,1.42,1.42,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.988,0.974,0.958,0.071,0.177,0.785,0.974,0.913,0.071,0.177,0.785,0.974,0.913
9,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9872,0.99,0.974,0,0.198,0.9864999999999999,0.9864999999999999,3.586,3.586,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.991,0.99,0.982,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0
10,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.993,0.973,0,0.1988,0.9854999999999999,0.9854999999999999,1.237,1.237,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.993,0.994,0.977,0.0,0.0,0.0,0.994,0.0,0.0,0.0,0.0,0.994,0.0
10,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9884000000000001,0.987,0.98,0,0.3078,0.85075,0.85075,1.364,1.364,cuda:0,1000,500,all_120perm_4methods,0.999,0.98,0.991,0.987,0.985,0.0,0.0,0.0,0.987,0.552,0.0,0.0,0.0,0.987,0.552
10,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9794,0.977,0.964,0,0.6912,0.3602499999999999,0.3602499999999999,1.486,1.486,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.983,0.977,0.964,0.217,0.553,0.804,0.977,0.905,0.217,0.553,0.804,0.977,0.905
10,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.986,0.992,0.972,0,0.1984,0.9844999999999999,0.9844999999999999,3.59,3.59,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.993,0.992,0.972,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.992,0.0
1,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.984,0.993,0.96,0,0.192,0.99,0.99,1.304,1.304,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.993,0.994,0.96,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.96
1,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9856,0.987,0.976,0,0.20459999999999998,0.97625,0.97625,1.369,1.369,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.987,0.989,0.977,0.0,0.0,0.026,0.02,0.977,0.0,0.0,0.026,0.02,0.977
1,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9816,0.983,0.966,0,0.5366,0.5562499999999999,0.5562499999999999,1.463,1.463,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.986,0.983,0.966,0.032,0.218,0.848,0.619,0.966,0.032,0.218,0.848,0.619,0.966
1,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9874,0.993,0.974,0,0.1954,0.9899999999999999,0.9899999999999999,3.615,3.615,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.993,0.977,0.0,0.0,0.0,0.0,0.977,0.0,0.0,0.0,0.0,0.977
2,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9879999999999999,0.994,0.973,0,0.1946,0.99175,0.99175,1.226,1.226,cuda:0,1000,500,all_120perm_4methods,0.999,0.979,0.994,0.995,0.973,0.0,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.0,0.973
2,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9836,0.988,0.968,0,0.3312,0.8155,0.8155,1.279,1.279,cuda:0,1000,500,all_120perm_4methods,0.999,0.968,0.988,0.989,0.974,0.0,0.0,0.474,0.208,0.974,0.0,0.0,0.474,0.208,0.974
2,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9788,0.978,0.961,0,0.6122,0.45825000000000005,0.45825000000000005,1.491,1.491,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.981,0.978,0.961,0.298,0.232,0.853,0.717,0.961,0.298,0.232,0.853,0.717,0.961
2,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9888,0.992,0.976,0,0.19519999999999998,0.992,0.992,3.585,3.585,cuda:0,1000,500,all_120perm_4methods,0.999,0.979,0.992,0.998,0.976,0.0,0.0,0.0,0.0,0.976,0.0,0.0,0.0,0.0,0.976
3,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9868,0.992,0.973,0,0.1946,0.99025,0.99025,1.232,1.232,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.993,0.992,0.973,0.0,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.0,0.973
3,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9846,0.984,0.974,0,0.27880000000000005,0.88225,0.88225,1.342,1.342,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.99,0.984,0.976,0.0,0.0,0.384,0.034,0.976,0.0,0.0,0.384,0.034,0.976
3,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9789999999999999,0.981,0.959,0,0.5602,0.5235,0.5235,1.495,1.495,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.981,0.981,0.959,0.001,0.241,0.873,0.727,0.959,0.001,0.241,0.873,0.727,0.959
3,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.99,0.995,0.978,0,0.1964,0.992,0.992,3.594,3.594,cuda:0,1000,500,all_120perm_4methods,0.999,0.978,0.995,0.996,0.982,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0,0.0,0.982
4,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9865999999999999,0.989,0.974,0,0.1948,0.98975,0.98975,1.249,1.249,cuda:0,1000,500,all_120perm_4methods,0.999,0.976,0.995,0.989,0.974,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.974
4,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.989,0.976,0,0.2048,0.97725,0.97725,1.355,1.355,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.992,0.989,0.976,0.0,0.0,0.048,0.0,0.976,0.0,0.0,0.048,0.0,0.976
4,perm_002,none,perm_002,"[0,1,3,2,4]",0-1-3-2-4,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9785999999999999,0.978,0.965,0,0.5519999999999999,0.53325,0.53325,1.552,1.552,cuda:0,1000,500,all_120perm_4methods,0.999,0.969,0.978,0.982,0.965,0.0,0.191,0.88,0.724,0.965,0.0,0.191,0.88,0.724,0.965
